Age,,o,_,Age,,o,_
26,110669.1,583124.5,1041.738,81,3.842310,13.07570,1.384078
27,93046.03,490023.5,921.6030,82,3.011609,9.952764,1.140489
28,78225.92,411749.8,816.9615,83,2.343961,7.513272,.9314663
29,65763.52,345944.7,725.9187,84,1.811113,5.621199,.7543280
30,55283.03,290624.9,645.5450,85,1.388736,4.164578,.6057956
31,46469.34,244123.0,574.2192,86,1.055532,3.052327,.4816941
32,39057.90,205036.2,511.0904,87,.7940609,2.211049,.3783836
33,32826.41,172184.5,455.7222,88,.5907106,1.581493,.2933899
34,27586.77,144575.3,406.6135,89,.4341391,1.115808,.2243672
35,23181.96,121373.7,363.6965,90,.3148784,.7756506,.1690561
36,19478.59,101877.7,325.5764,91,.2249326,.5306598,.1251685
37,16365.25,85497.03,291.8098,92,.1579250,.3570287,.09080357
38,13748.33,71735.13,262.1304,93,.1088940,.2361150,.06450434
39,11548.63,60174.48,235.8260,94,.07373545,.1534165,.04489316
40,9699.913,50463.99,212.6828,95,.04903838,.09786383,.03063997
41,8146.332,42308.37,192.3591,96,.03198691,.06123133,.02047542
42,6840.752,35459.40,174.3844,97,.02043159,.03755303,.01337162
43,5743.590,29708.50,158.3915,98,.01278001,.02256387,.008538001
44,4821.600,24880.37,144.0916,99,.007834029,.01326807,.005339632
45,4046.681,20827.73,131.0672,100,.004697491,.007622173,.003264522
46,3395.480,17426.84,119.2332,101,.002751776,.004269226,.001949162
47,2848.190,14573.67,108.3390,102,.001570697,.002325723,.001133461
48,2388.366,12180.76,98.38368,103,.0008715862,.001228862,.0006405601
49,2002.081,10174.51,89.27199,104,.0004703363,.0006268647,.0003524858
50,1677.679,8493.047,80.98625,105,.0002439562,.0003069336,.0001862526
51,1405.278,7084.315,73.42633,106,.0001232102,.0001426533,.00009639135
52,1176.536,5904.600,66.47145,107,.00005926416,.00006116513,.00004776511
53,984.5116,4917.169,60.08390,108,.00002743711,.00002250375,.00002320640
54,823.3520,4091.136,54.21837,109,.00001189753,.000005007379,.00001095615
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,10000000,52068130,107055.3,55,627.3446,3070.598,43.93095
1,8324706,43704096,20927.58,56,523.1056,2545.455,39.46908
2,6990467,36711087,15360.18,57,435.8738,2107.726,35.40579
3,5871493,30838170,12241.18,58,362.8881,1743.142,31.69119
4,4932183,25905064,10220.83,59,301.8391,1439.748,28.28694
5,4143434,21761001,8844.251,60,250.8051,1187.523,25.17580
6,3480927,18279599,7803.142,61,208.1808,978.0519,22.35094
7,2924438,15354805,7025.469,62,172.6187,804.2716,19.80707
8,2456939,12897580,6399.193,63,142.9715,660.2570,17.52266
9,2064237,10833134,5941.555,64,118.2696,541.0501,15.47009
10,1734354,9098630,5614.672,65,97.70537,442.5043,13.62954
11,1457205,7641308,5356.138,66,80.60509,361.1491,11.98676
12,1224343,6416865,5138.882,67,66.40350,294.0797,10.52836
13,1028641,5388115,4899.262,68,54.61715,238.8705,9.231760
14,864124.0,4523851,4592.426,69,44.84228,193.5010,8.077098
15,725816.2,3797865,4221.773,70,36.74086,156.2892,7.045904
16,609546.1,3188127,3801.961,71,30.03268,125.8356,6.123921
17,511828.7,2676101,3369.518,72,24.48599,100.9738,5.300971
18,429723.9,2246185,2948.741,73,19.90732,80.73189,4.568265
19,360763.9,1885247,2567.021,74,16.13779,64.29858,3.921056
20,302857.7,1582237,2232.741,75,13.04269,50.99665,3.353321
21,254237.9,1327866,1943.322,76,10.50804,40.26251,2.858166
22,213412.3,1114338,1688.190,77,8.436883,31.62893,2.427387
23,179136.8,935100.1,1467.782,78,6.748086,24.70998,2.053190
24,150362.9,784651.1,1279.198,79,5.373592,19.18785,1.727901
25,126209.4,658368.7,1119.309,80,4.257125,14.80147,1.444845
26,105933.4,552372.9,982.5703,81,3.352897,11.33632,1.198997
27,88914.74,463405.7,867.6640,82,2.623589,8.615743,.9865983
28,74627.02,388733.0,767.7454,83,2.038531,6.494129,.8046460
29,62632.52,326060.9,680.9579,84,1.572468,4.851370,.6507081
30,52562.52,273463.4,604.4696,85,1.203720,3.588809,.5218464
31,44108.30,229324.2,536.7059,86,.9133694,2.626359,.4143611
32,37011.12,192285.7,476.8306,87,.6859595,1.899611,.3250335
33,31053.90,161207.9,424.4042,88,.5094352,1.356675,.2516670
34,26053.32,135133.4,377.9829,89,.3737770,.9557380,.1921868
35,21856.56,113258.3,337.4826,90,.2706425,.6633676,.1446026
36,18334.06,94907.85,301.5696,91,.1930079,.4531484,.1069097
37,15377.77,79515.58,269.8114,92,.1352829,.3044112,.07744477
38,12897.05,66605.81,241.9443,93,.09312479,.2010072,.05493342
39,10815.34,55779.21,217.2876,94,.06295169,.1304033,.03817506
40,9068.741,46700.58,195.6306,95,.04179618,.08305493,.02601574
41,7603.451,39088.46,176.6439,96,.02721713,.05188495,.01735899
42,6374.145,32706.66,159.8800,97,.01735568,.03177134,.01131912
43,5342.826,27357.03,144.9894,98,.01083778,.01906015,.007216346
44,4477.631,22873.33,131.6974,99,.006632292,.01119032,.004506131
45,3751.678,19116.14,119.6115,100,.003970213,.006418537,.002750691
46,3142.658,15968.47,108.6486,101,.002321831,.003589464,.001639832
47,2631.688,13332.18,98.57339,102,.001323059,.001952376,.0009521076
48,2203.109,11124.88,89.38185,103,.0007329371,.001030000,.0005372371
49,1843.682,9277.361,80.98337,104,.0003948520,.0005246173,.0002951747
50,1542.350,7731.530,73.35904,105,.0002044594,.0002564834,.0001557276
51,1289.750,6438.609,66.41427,106,.0001030888,.0001190317,.00008047276
52,1077.999,5357.698,60.03606,107,.00004950241,.00005096586,.00003981890
53,900.5405,4454.487,54.18797,108,.00002287927,.00001872689,.00001932116
54,751.8607,3700.178,48.82685,109,.000009904445,.000004161531,.000009113754
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,100000000,515275244,1067153,55,5719.986,27733.39,395.1764
1,83107383,431775244,206535.7,56,4761.556,22953.28,354.5252
2,69670285,362079622,150997.7,57,3960.873,18975.55,317.5675
3,58419885,303645567,119936.1,58,3292.105,15668.06,283.8380
4,48991643,254644760,99849.49,59,2733.677,12920.30,252.9785
5,41087906,213550621,86186.35,60,2267.664,10639.79,224.8233
6,34460307,179085608,75870.22,61,1879.117,8749.035,199.3018
7,28902634,150179464,68177.36,62,1555.505,7183.062,176.3575
8,24241533,125935109,61992.52,63,1286.186,5887.492,155.7879
9,20332740,105600310,57480.67,64,1062.181,4816.894,137.3370
10,17054732,88544110,54263.33,65,876.0206,3933.338,120.8196
11,14305344,74237608,51722.99,66,721.4879,3205.136,106.1018
12,11999183,62237453,49591.84,67,593.3737,2605.812,93.05785
13,10064287,52172095,47245.24,68,487.2334,2113.297,81.48044
14,8440457,43730269,44245.44,69,399.3617,1709.239,71.18773
15,7077620,36650999,40627.80,70,326.6621,1378.391,62.01103
16,5933868,30715265,36537.25,71,266.5718,1108.082,53.81999
17,4974239,25739107,32330.68,72,216.9744,887.7780,46.52104
18,4169291,21567951,28244.47,73,176.1061,708.7122,40.03338
19,3494351,18071912,24543.76,74,142.5201,563.5821,34.31236
20,2928550,15141886,21308.41,75,114.9926,446.3039,29.30228
21,2454286,12686324,18511.95,76,92.49015,351.8236,24.94002
22,2056719,10628482,16050.92,77,74.13553,275.9597,21.15127
23,1723499,8904014,13928.41,78,59.19645,215.2643,17.86570
24,1444234,7458953,12115.41,79,47.05984,166.9037,15.01434
25,1210206,6248047,10580.85,80,37.21970,128.5540,12.53735
26,1014078,5233371,9270.689,81,29.26492,98.30920,10.38956
27,849733.7,4383136,8171.558,82,22.86092,74.60318,8.537113
28,711993.2,3670708,7217.395,83,17.73315,56.14729,6.952867
29,596554.9,3073775,6390.017,84,13.65593,41.88093,5.614790
30,499801.3,2573642,5662.048,85,10.43603,30.93475,4.496562
31,418708.9,2154639,5018.197,86,7.905460,22.60449,3.565398
32,350747.7,1803632,4450.252,87,5.927205,16.32484,2.792835
33,293798.4,1509608,3953.796,88,4.394516,11.64134,2.159379
34,246074.8,1263333,3514.945,89,3.218885,8.188559,1.646681
35,206089.8,1057068,3132.711,90,2.326802,5.674955,1.237211
36,172585.4,884328.5,2794.340,91,1.656568,3.870663,.9134005
37,144513.9,739678.4,2495.617,92,1.159172,2.596208,.6606999
38,120997.7,618561.3,2233.935,93,.7966013,1.711678,.4679591
39,101297.2,517158.6,2002.787,94,.5375932,1.108736,.3247158
40,84795.97,432270.2,1800.101,95,.3563311,.7050704,.2209575
41,70975.70,361213.5,1622.705,96,.2316488,.4397782,.1472114
42,59400.71,301741.5,1466.339,97,.1474688,.2688757,.09584465
43,49706.29,251971.9,1327.680,98,.09193255,.1610517,.06101062
44,41587.17,210328.4,1204.115,99,.05616471,.09440707,.03803855
45,34786.22,175491.0,1091.949,100,.03356483,.05406563,.02318423
46,29090.40,146354.3,990.3774,101,.01959620,.03018833,.01380004
47,24319.67,121992.1,897.1863,102,.01114785,.01639452,.008000106
48,20324.97,101628.4,812.3115,103,.006165232,.008635788,.004507161
49,16980.51,84612.58,734.8901,104,.003315796,.004391803,.002472570
50,14181.37,70399.20,664.7229,105,.001714081,.002143908,.001302450
51,11838.91,58531.19,600.9171,106,.0008627922,.0009935186,.0006720367
52,9878.589,48625.91,542.4149,107,.0004136108,.0004248037,.0003320485
53,8238.548,40362.93,488.8651,108,.0001908439,.0001558873,.0001609136
54,6866.818,33473.76,439.8568,109,.00008247780,.00003459639,.00007583530
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,100000000,509980206,1063840,55,5216.162,25054.50,355.5897
1,82968174,426620072,203880.3,56,4334.878,20702.74,318.5474
2,69437079,357157741,148477.6,57,3599.904,17087.51,284.9272
3,58126809,299016832,117543.7,58,2987.071,14086.47,254.2951
4,48664215,250343515,97573.13,59,2476.230,11597.49,226.3163
5,40744937,209592397,84011.68,60,2050.664,9535.214,200.8321
6,34115419,175472318,73789.48,61,1696.451,7828.251,177.7705
7,28565441,146903409,66179.43,62,1401.945,6416.872,157.0723
8,23918587,122982038,60071.42,63,1157.272,5251.157,138.5475
9,20028262,102951748,55623.08,64,954.1174,4289.478,121.9586
10,16771202,86179103,52456.34,65,785.5786,3497.142,107.1331
11,14043958,72134008,49960.14,66,645.9165,2845.215,93.94483
12,11760203,60372852,47869.52,67,530.3316,2309.565,82.27606
13,9847321,50524483,45571.42,68,434.7386,1870.113,71.93659
14,8244664,42278482,42638.53,69,355.7373,1510.193,62.75984
15,6901860,35375013,39107.51,70,290.4917,1215.979,54.59181
16,5776819,29596377,35121.59,71,236.6580,976.0034,47.31330
17,4834476,24760036,31029.49,72,192.3036,780.7486,40.83836
18,4045358,20712869,27061.12,73,155.8207,622.3091,35.09277
19,3384801,17326433,23473.16,74,125.8922,494.1114,30.03462
20,2831987,14493018,20341.64,75,101.4062,390.6896,25.61244
21,2369385,12122401,17639.45,76,81.42581,307.5118,21.76852
22,1982246,10139074,15265.37,77,65.15757,240.8351,18.43557
23,1658309,8479833,13221.28,78,51.94050,187.5794,15.55009
24,1387279,7091759,11478.19,79,41.22236,145.2176,13.05014
25,1160533,5930555,10005.27,80,32.54822,111.6812,10.88206
26,970826.2,4959156,8749.845,81,25.54898,85.27681,9.005282
27,812128.8,4146548,7698.397,82,19.92471,64.61555,7.389289
28,679344.2,3466789,6787.158,83,15.42964,48.55705,6.009576
29,568245.9,2898183,5998.322,84,11.86214,36.16465,4.846202
30,475286.2,2422581,5305.429,85,9.050018,26.67225,3.875602
31,397504.5,2024798,4693.626,86,6.844048,19.46043,3.068724
32,332427.2,1692125,4154.855,87,5.122804,14.03301,2.400399
33,277986.1,1413925,3684.690,88,3.791760,9.991907,1.853330
34,232441.0,1181295,3269.775,89,2.772727,7.017704,1.411292
35,194345.3,986785.1,2908.995,90,2.000935,4.856128,1.058847
36,162477.6,824162.2,2590.150,91,1.422181,3.307125,.7805982
37,135822.2,688211.8,2309.138,92,.9934940,2.214825,.5638179
38,113529.9,574569.9,2063.382,93,.6816012,1.457989,.3987514
39,94886.15,479585.0,1846.666,94,.4592139,.9429540,.2762808
40,79296.20,400202.3,1656.953,95,.3038693,.5987187,.1877179
41,66261.12,333865.6,1491.190,96,.1972128,.3728638,.1248773
42,55362.11,278437.0,1345.322,97,.1253364,.2276107,.08117992
43,46249.21,232129.0,1216.189,98,.07800426,.1361226,.05159647
44,38629.96,193446.6,1101.306,99,.04757562,.07966971,.03211970
45,32258.49,161140.7,997.1958,100,.02838424,.04555480,.01954661
46,26931.37,134166.4,903.0765,101,.01654385,.02539667,.01161690
47,22477.00,111650.2,816.8678,102,.009395674,.01377092,.006724115
48,18753.50,92860.92,738.4838,103,.005187499,.007242638,.003782428
49,15641.38,77187.01,667.1029,104,.002785277,.003677680,.002071807
50,13041.11,64116.46,602.5187,105,.001437420,.001792606,.001089655
51,10868.76,53220.98,543.8881,106,.0007223217,.0008295105,.0005613966
52,9053.890,44142.63,490.2210,107,.0003456912,.0003541852,.0002769792
53,7538.117,36582.16,441.1792,108,.0001592380,.0001298044,.0001340559
54,6272.486,30289.25,396.3718,109,.00006870325,.00002877021,.00006312183
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,100000000,504792806,1060610,55,4757.449,22639.70,320.0690
1,82829431,421572070,201305.7,56,3947.054,18677.27,286.3100
2,69205042,352341860,146037.8,57,3272.354,15390.98,255.7210
3,57835690,294492141,115230.8,58,2710.742,12667.57,227.8973
4,48339517,246143582,95375.35,59,2243.400,10412.62,202.5261
5,40405397,205732055,81914.64,60,1854.741,8547.373,179.4557
6,33774552,171952891,71785.35,61,1531.805,7006.078,158.6133
7,28232736,143716727,64257.08,62,1263.765,5733.809,139.9383
8,23600472,120113508,58224.81,63,1041.463,4684.748,123.2521
9,19728842,100382668,53838.98,64,857.2021,3820.753,108.3346
10,16492848,83888401,50721.96,65,704.6026,3110.089,95.02511
11,13787773,70099510,48269.07,66,578.3678,2526.339,83.20531
12,11526371,58572206,46218.15,67,474.0764,2047.508,72.76480
13,9635384,48935797,43967.46,68,387.9736,1655.329,63.52914
14,8053729,40880762,41099.87,69,316.9397,1334.663,55.34578
15,6730748,34148444,37653.26,70,258.3771,1072.974,48.07412
16,5624179,28522497,33769.12,71,210.1428,859.8858,41.60520
17,4698865,23821819,29788.18,72,170.4724,686.7972,35.86010
18,3925307,19894758,25934.07,73,137.9002,546.5794,30.77066
19,3278861,16614313,22455.24,74,111.2274,433.3151,26.29764
20,2738762,13874171,19424.04,75,89.44388,342.0934,22.39357
21,2287556,11585426,16812.80,76,71.70035,268.8503,19.00568
22,1910587,9673796,14522.45,77,57.27924,210.2357,16.07305
23,1595687,8077212,12553.76,78,45.58391,163.4975,13.53839
24,1332660,6743789,10877.77,79,36.11698,126.3822,11.34607
25,1112977,5630168,9463.926,80,28.46944,97.04842,9.447952
26,929487.0,4700133,8260.860,81,22.30995,73.99151,7.807611
27,776246.9,3923428,7254.952,82,17.36961,55.97981,6.397565
28,648243.2,3274789,6384.637,83,13.42849,42.00402,5.195700
29,541324.4,2733122,5632.489,84,10.30641,31.23690,4.183982
30,452011.7,2280810,4972.926,85,7.849951,23.00322,3.341320
31,377406.7,1903138,4391.526,86,5.926574,16.75818,2.641970
32,315091.9,1587814,3880.385,87,4.428652,12.06619,2.063678
33,263049.2,1324562,3435.078,88,3.272486,8.578505,1.591099
34,219583.5,1104800,3042.757,89,2.389006,6.015907,1.209888
35,183288.1,921356.5,2702.193,90,1.721140,4.156588,.9064492
36,152977.2,768242.5,2401.718,91,1.221268,2.826414,.6672913
37,127666.6,640455.5,2137.339,92,.8517160,1.889992,.4812775
38,106534.4,533815.9,1906.516,93,.5833551,1.242246,.3398749
39,88890.54,444832.8,1703.308,94,.3923655,.8021855,.2351372
40,74161.46,370590.5,1525.718,95,.2592005,.5085529,.1595242
41,61866.82,308653.1,1370.807,96,.1679412,.3162208,.1059619
42,51604.17,256987.0,1234.716,97,.1065547,.1927340,.06877881
43,43037.76,213894.5,1114.441,98,.06620438,.1150855,.04364763
44,35887.46,177958.4,1007.616,99,.04031123,.06725247,.02712974
45,29918.22,147996.1,910.9712,100,.02400999,.03839495,.01648458
46,24935.79,123020.6,823.7466,101,.01397090,.02137188,.009782016
47,20776.68,102207.6,743.9867,102,.007921163,.01157062,.005653322
48,17305.87,84868.79,671.5874,103,.004366085,.006076049,.003175180
49,14409.85,70428.97,605.7668,104,.002340322,.003080602,.001736524
50,11994.22,58407.68,546.3130,105,.001205769,.001499322,.0009119022
51,9979.537,48403.61,492.4302,106,.0006049009,.0006927871,.0004691147
52,8299.251,40081.93,443.1913,107,.0002890114,.0002953963,.0002311138
53,6898.262,33163.22,398.2714,108,.0001329066,.0001081189,.0001117153
54,5730.462,27414.10,357.2986,109,.00005724668,.00002393256,.00005255590
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,100000000,499709802,1057459,55,4339.743,20462.41,288.1861
1,82691152,416627999,198808.2,56,3594.491,16853.92,257.4146
2,68974167,347628748,143674.5,57,2975.082,13866.17,229.5791
3,57546513,290068277,112993.6,58,2460.374,11394.30,204.3022
4,48017523,242041772,93252.49,59,2032.797,9351.035,181.2918
5,40069248,201966446,79891.61,60,1677.818,7663.713,160.4031
6,33437651,168524228,69854.23,61,1383.373,6271.769,141.5632
7,27904452,140616388,62406.72,62,1139.401,5124.700,124.7105
8,23287110,117326568,56449.12,63,937.4076,4180.453,109.6778
9,19434387,97890214,52124.82,64,770.2689,3404.080,96.26101
10,16219568,81669250,49056.65,65,632.0883,2766.555,84.31038
11,13536678,68131475,46646.23,66,517.9787,2243.756,73.71508
12,11297567,56832993,44634.20,67,423.8679,1815.637,64.37180
13,9428350,47403639,42429.86,68,346.3050,1465.578,56.12055
14,7867524,39534839,39626.03,69,282.4279,1179.830,48.82164
15,6564154,32969155,36261.66,70,229.8578,947.0259,42.34672
16,5475816,27491616,32476.53,71,186.6355,757.7741,36.59621
17,4567274,22922580,28603.55,72,151.1500,604.3045,31.49765
18,3809010,19111867,24860.23,73,122.0656,480.1874,26.98851
19,3176405,15933927,21487.03,74,98.29118,380.0963,23.03212
20,2648753,13283839,18552.78,75,78.90922,299.6186,19.58474
21,2208683,11074008,16029.27,76,63.14991,235.1099,16.59814
22,1841631,9231372,13819.58,77,50.36433,183.5714,14.01720
23,1535529,7694980,11923.39,78,40.01398,142.5442,11.79023
24,1280278,6413969,10311.81,79,31.65090,110.0184,9.867244
25,1067444,5345907,8954.569,80,24.90737,84.35486,8.205109
26,889972.8,4455410,7801.598,81,19.48596,64.21649,6.771097
27,742006.4,3712966,6839.185,82,15.14564,48.51096,5.540470
28,618614.5,3093973,6007.893,83,11.68959,36.34495,4.493286
29,515720.1,2577927,5290.669,84,8.956822,26.98775,3.613248
30,429912.9,2147728,4662.780,85,6.810636,19.84419,2.881487
31,358356.1,1789120,4110.225,86,5.133325,14.43502,2.275191
32,298687.3,1490212,3625.254,87,3.829490,10.37782,1.774681
33,248937.8,1241083,3203.452,88,2.825020,7.367027,1.366349
34,207456.9,1033457,2832.459,89,2.058900,5.158520,1.037513
35,172876.9,860433.9,2510.948,90,1.480842,3.558792,.7762017
36,144046.9,716258.2,2227.756,91,1.049006,2.416241,.5705904
37,120013.1,596131.9,1978.999,92,.7303585,1.613246,.4109357
38,99980.60,496052.6,1762.179,93,.4994001,1.058722,.2897732
39,83282.87,412683.1,1571.618,94,.3353365,.6826228,.2001772
40,69366.97,343240.5,1405.357,95,.2211568,.4320876,.1356034
41,57770.57,285404.0,1260.571,96,.1430527,.2682588,.08993745
42,48106.97,237239.3,1133.588,97,.09061196,.1632480,.05828885
43,40054.12,197134.2,1021.548,98,.05620490,.09732757,.03693404
44,33343.76,163745.2,922.2051,99,.03416550,.05678701,.02292167
45,27751.21,135953.2,832.4786,100,.02031553,.03236986,.01390630
46,23091.06,112825.4,751.6332,101,.01180144,.01799020,.008239381
47,19207.52,93584.27,677.8300,102,.006679960,.009724744,.004754460
48,15972.13,77581.71,610.9496,103,.003675797,.005098883,.002666218
49,13277.09,64277.00,550.2479,104,.001967022,.002581233,.001455938
50,11032.91,53219.19,495.5094,105,.001011748,.001254399,.0007633766
51,9164.375,44032.28,445.9828,106,.0005067183,.0005787742,.0003921210
52,7608.616,36403.11,400.8004,107,.0002416973,.0002464405,.0001929020
53,6313.655,30070.73,359.6499,108,.0001109628,.00009008373,.00009312627
54,5236.066,24817.62,322.1779,109,.00004771509,.00001991448,.00004377202
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,100000000,494728078,1054384,55,3959.319,18498.80,259.5589
1,82553333,411784745,196384.4,56,3273.930,15212.12,231.5061
2,68744444,343015300,141384.4,57,2705.244,12495.36,206.1722
3,57259259,285742152,110828.8,58,2233.491,10251.43,183.2053
4,47698206,238035024,91201.13,59,1842.268,8399.674,162.3327
5,39736449,198292548,77939.17,60,1518.026,6873.050,143.4162
6,33104665,165183361,67992.70,61,1249.538,5615.770,126.3835
7,27580523,137599490,60624.95,62,1027.453,4581.403,111.1728
8,22978420,114618395,54740.98,63,843.8971,3731.349,97.62736
9,19144807,95471650,50477.23,64,692.2755,3033.587,85.55809
10,15951260,79519017,47457.07,65,567.1395,2461.569,74.82566
11,13290564,66227376,45088.33,66,463.9805,1993.271,65.32627
12,11073675,55152804,43114.37,67,379.0477,1610.422,56.96335
13,9226100,45925723,40955.35,68,309.1702,1297.900,49.59019
14,7685924,38238552,38213.75,69,251.7225,1043.218,43.07889
15,6401951,31835108,34929.53,70,204.5264,836.0705,37.31230
